Jaro-Winkler distance,ours,closest CAC match
0.742170177383592,5126 Hospital Dr NE - Covington - GA - 30014,136 E Hospital Dr - Angleton - TX - 77515
0.7420634920634921, - New Rochelle - NY - 10805,Glen Island Approach - New Rochelle - NY - 10805
0.7420370370370369,5950 University Ave - West Des Moines - IA - 50266,1620 University Ave - San Angelo - TX - 76904
0.7411171333935562,1600 W 22nd St - Sioux Falls - SD - 57105,7901 E 22nd St - Tucson - AZ - 85710
0.7409907277544024,950 E Washington St - Baton Rouge - LA - 70802,44-175 Washington St - Indian Wells - CA - 92210
0.7408959276018101,745 E 8th St - Winner - SD - 57580,789 Washington St W - Vale - OR - 97918
0.7408523908523909,310 S 2nd St - Tucumcari - NM - 88401,364 S Front St - Memphis - TN - 38103
0.7408084914182475,255 Lafayette Ave - Suffern - NY - 10901,528 Delaware Ave - Palmerton - PA - 18071
0.7405923344947735,1600 E 32nd St - Silver City - NM - 88061,142 FM 3167 - Rio Grande City - TX - 78582
0.7405459319375299,2201 Chapel Ave W - Cherry Hill - NJ - 08002,2030 Blue Grass Cir - Cheyenne - WY - 82009
0.7404867598666048, - Stony Brook - NY - 11790,101 Nicolls Road - Stony Brook - NY - 11794
0.7395238095238095,54 Hospital Dr 111 - Osage Beach - MO - 65065,500 Hospital Drive - Wetumpka - AL - 36092
0.7392909379968204,13435 US-183 - Austin - TX - 78750,1601 Trinity St - Austin - TX - 78701
0.7388311688311688,16901 Lakeside Hills Ct - Omaha - NE - 68130,1210 Brace Road - Cherry Hill - NJ - 08034
0.7388297164159233,506 Malcolm X Blvd - New York - NY - 10037,5141 Broadway - New York - NY - 10034
0.7384715910778462,800 Professional Blvd - Dalton - GA - 30720,1013 Professional Ct. - Mannings - SC - 29102
0.738191632928475,700 Caldwell Blvd - Nampa - ID - 83651,300 Randall Road - Geneva - IL - 60134
0.7375532326751838,9311 SW State Rd 200 - Ocala - FL - 34481,11040 N State Rd 77 - Hayward - WI - 54843
0.7370372655055895,9991 Marsh Ln 100 - Dallas - TX - 75220,4811 Harry Hines Blvd - Dallas - TX - 75235
0.7367044534412955,2650 Executive Park Dr NW 5 - Cleveland - TN - 37312,2315 Parkview Drive Suite 2 - El Reno - OK - 73036
0.7365678057167419,801 Viney Grove Rd - Prairie Grove - AR - 72753,1800 By Pass Rd - Heber Springs - AR - 72543
0.7364702673213311,11315 Bridgeport Way SW - Lakewood - WA - 98499,1001 S George St - York - PA - 17403
0.7363678526469224,400 E Burdick Expy - Minot - ND - 58701,300 E. Warwick Drive - Gratiot - MI - 48801
0.735925925925926, - San Juan - San Juan - 00925,Calle Pinero - San Juan - PR - 00925
0.7358974358974358,2635 Church Rd - Aurora - IL - 60502,253 South Concord - Strong - AR - 71765
0.7358738595092568,University Blvd & 22nd St S - Birmingham - AL - 35205,Corner of University Blvd. and 22nd St. South - Birmingham - AL - 35233
0.7354765043789435,364 Pritham Ave - Greenville - ME - 04442,309 S Edline - Altheimer - AR - 72004
0.7352747909199522,46 Fairview Ave - Skowhegan - ME - 04976,1620 University Ave - San Angelo - TX - 76904
0.7352251407129456,1212 Liggett Ave - Reading - PA - 19611,1020 Kabel Ave - Rhinelander - WI - 54501
0.7351610734152455,2507 N Richmond Rd - McHenry - IL - 60050,450 W Hwy 22 - Barrington - IL - 60010
0.7347851335656213,3 Truman Parkway - Annapolis - MD - 21401,535 Summit Ave - Hagerstown - MD - 21740
0.7347249670619235,9525 E Old Spanish Trail - Tucson - AZ - 85748,3950 S Country Club Rd - Tucson - AZ - 85714
0.7340682788051209,4440 W 95th St - Oak Lawn - IL - 60453,4150 N 1st St - San Jose - CA - 95134
0.7339696555154832,333 Borthwick Ave - Portsmouth - NH - 03801,325 9th Ave - Seattle - WA - 98104
0.7339084367386255,580 W Germantown Pike - Plymouth Meeting - PA - 19462,550 South Green Valley Road - Watsonville - CA - 95076
0.7338800904977376,8 Pikes Hill - Norway - ME - 04268,8001 Challis Rd - Brighton - MI - 48116
0.7337720419115769,5205 Melrose Ave - Los Angeles - CA - 90038,"2110 Sunset Blvd, Suite M - Los Angeles - CA - 90026"
0.7337063115365002,2025 Glenn Mitchell Dr - Virginia Beach - VA - 23456,28050 Grand River Ave - Farmington Hills - MI - 48336
0.7335899492114407,155 Glasson Way - Grass Valley - CA - 95945,100 W California Blvd - Pasadena - CA - 91105
0.7332522549913855,5070 Ion Dr - Sparks - NV - 89436,3000 Coliseum Dr - Hampton - VA - 23666
0.7332417582417581,200 W Arbor Dr - San Diego - CA - 92103,2530 SW Military Drive - San Antonio - TX - 78224
0.7331146621811047,450 S Kitsap Blvd - Port Orchard - WA - 98366,4602 Eastpark Blvd - Madison - WI - 53718
0.7329787234042554,211 St Francis Dr - Cape Girardeau - MO - 63703,232 S Woods Mill Rd - Chesterfield - MO - 63017
0.7329012450963671,130 E Lockling Ave - Brookfield - MO - 64628,1440 E Central Ave - Wiggins - MS - 39577
0.732799301764819,885 Roosevelt Rd - Glen Ellyn - IL - 60137,7900 Rollins Rd - Gurnee - IL - 60031
0.7326864995469647,2 North Rd Unit E & F - Chester - NJ - 07930,2625 North King Street - Flagstaff - AZ -  
0.7326015811730097,8201 Golf Course Rd NW - Albuquerque - NM - 87120,7440 Jim McDowell Rd NW - Albuquerque - NM - 87114
0.7324686520376176,755 N Roop St 101 - Carson City - NV - 89701,714 10th St - North Hoboken - NJ - 07094
0.7324279711884754,1305 Jennings Mill Rd - Watkinsville - GA - 30677,1255 Friendship Rd #130 - Braselton - GA - 30517
0.7323232323232323,401 W Blue Starr Dr - Claremore - OK - 74017,181 E Medical Tower Dr - Murray - UT - 84107
0.732228987787774,333 SW Cutoff - Northborough - MA - 01532,38 Boston Post Rd W - Marlborough - MA - 01752
0.732145274080758,3320 Brunswick Pike - Lawrence Township - NJ - 08648,3 Delaware Drive - Lake Success - NY - 11042
0.7320945945945946,1101 Ocilla Rd - Douglas - GA - 31533,100 Woods Rd - Valhalla - NY - 10595
0.7320909090909092,117 Camino De Vida - Santa Rosa - NM - 88435,15855 19 Mile Road - Clinton Township - MI - 48038
0.7313240418118467,125 Sunrise Hwy - West Islip - NY - 11795,1 Ocean Pkwy - Wantagh - NY - 11793
0.7310122501611863,380 N Oxford Valley Rd - Langhorne - PA - 19047,201 King of Prussia Road - Wayne - PA - 19087
0.7308955412403688,3807 McNutt Rd - Sunland Park - NM - 88063,4801 Beckner Rd - Santa Fe - NM - 87507
0.7307861220904699,501 Santiago Park Ln - Kingsville - TX - 78363,3801 S National Ave - Springfield - MO - 65807
0.73042559058737,5 Alumni Dr - Exeter - NH - 03833,53 Academy Drive - Westhampton - NJ - 08060
0.730369807497467,3rd Ave SW & 4th St SW - Rochester - MN - 55902,1407 3rd Ave SE - Rochester - MN - 55904
0.7277614858260021,97 Progress Blvd - Shippensburg - PA - 17257,1000 Norland Ave - Chambersburg - PA - 17201
0.727644603458557, - Fort Wayne - IN - 46845,2200 Randallia Dr - Fort Wayne - IN - 46805
0.7274410774410774,2400 Wellesley Ave NE - Albuquerque - NM - 87107,5150 Journal Center Blvd. SE - Albuquerque - NM - 87109
0.7263135228251508,820 Illinois Rte 59 - Bartlett - IL - 60103,900 N 2nd St - Rochelle - IL - 61068
0.7259430946291561,211 FM 544 - Murphy - TX - 75094,4321 4th St - Lubbock - TX - 79415
0.7258417508417508,701 S Stemmons Fwy - Lewisville - TX - 75067,2901 Denton Tap Rd - Irving - TX - 75067
0.7254624502686519,7211 N Interstate 35 Frontage Rd - Austin - TX - 78752,4451 West 1st Street - Sanford - FL - 32771
0.7244182786655452,1305 W 18th St - Sioux Falls - SD - 57105,855 S Main St - Oconto Falls - WI - 54154
0.7241847826086957,227 E Chestnut Expy - Springfield - MO - 65802,3801 S National Ave - Springfield - MO - 65807
0.7241161616161617,52 Tech Dr - Tifton - GA - 31794,253 5th Street - Clifton - AZ -  
0.7238325281803543,5601 W Chinden Blvd - Garden City - ID - 83714,106 Charles Lindbergh Boulevard - Garden City - NY -  
0.7228803716608594,3501 Johnson St - Hollywood - FL - 33021,1301 Punchbowl St - Honolulu - HI - 96813
0.7225185055662412,1 Robert Wood Johnson Place - New Brunswick - NJ - 08901,841 Georges Road - North Brunswick - NJ -  
0.7215035713110168,2070 IL-50 500 - Bourbonnais - IL - 60914,450 W Hwy 22 - Barrington - IL - 60010
0.7211382113821138,4821 US-19 - New Port Richey - FL - 34652,5355 School Rd - Port Richey - FL - 34652
0.7211013645224171,516 Nizhoni Blvd - Gallup - NM - 87301,915 Highland Blvd - Bozeman - MT - 59715
0.7209649122807017,335 E Ave K 6 B - Lancaster - CA - 93535,4150 N 1st St  - San Jose - CA - 95134
0.718246005202527,8600 Old Georgetown Rd - Bethesda - MD - 20814,22 S Greene St - Baltimore - MD - 21201
0.7181005456867525,10 Calle Casia - San Juan - San Juan - 00921,Calle Pinero - San Juan - PR - 00925
0.7177820403523728,1691 Galisteo St Ste D - Santa Fe - NM - 87505,90 East Main Street Suite B - Sylva - NC - 28779
0.7175636211931581,870 N Milwaukee Ave - Vernon Hills - IL - 60061,100 Samuel O Moseley Drive - Selma - AL - 36701
0.7175118262074784,3000 Triumph Blvd - Lehi - UT - 84043,12010 Shelbyville Rd - Louisville - KY - 40243
0.7174788424788425,16 Calle Gándara - Corozal - Corozal - 00783,51 Calle Palma - Arecibo - PR - 00612
0.7171171171171172,7943 Moffett Rd - Semmes - AL - 36575,0 Seeley Road - Marshall - AL - 35747
0.7167882167882168,One Hospital Plaza - Stamford - CT - 06902,1 Hospital Dr - Columbia - MO - 65212
0.7165829423893939,865 Anthony Dr - Anthony - NM - 88021,1 Norton Ave - Oneonta - NY -  
0.7156556180946425,200 N 400 E St - Panguitch - UT - 84759,1525 2100 S - Salt Lake City - UT - 84119
0.7149107760825735,2555 Judge Fran Jamieson Way - Melbourne - FL - 32940,1245 West Granada Boulevard - Ormond Beach - FL - 32174
0.7135204081632653,594 Great Rd 102A - North Smithfield - RI - 02896,45 W. Grand River - Detroit - MI - 48226
0.7112386621315192,25500 Point Lookout Rd - Leonardtown - MD - 20650,525 Long Pond Drive - Harwich - MA - 02645
0.7111906181673624,700 Roosevelt Ave 100 - Grants - NM - 87020,19200 N Kelsey St - Monroe - WA - 98272
0.7102839164550244,601 Dr Martin Luther King Jr Ave NE - Albuquerque - NM - 87102,11 Elliott Barker Ln - Angel Fire - NM - 87710
0.7099142687377982,7213 Old Alexandria Ferry Rd - Clinton - MD - 20735,142 FM 3167 - Rio Grande City - TX - 78582
0.7098124098124098,4200 South Fwy 106 - Fort Worth - TX - 76115,1400 Farm to Market 20 - Lockhart - TX -  
0.7095406851504412,2818 Neuse Blvd - New Bern - NC - 28562,809 82nd Pkwy - Myrtle Beach - SC - 29572
0.7087556855100715,5450 GA-20 - Cartersville - GA - 30121,2104 Dayton Ave - Nashville - TN - 37210
0.7083428906389377,111 Kansas City Rd - Ruidoso - NM - 88345,874 Barnes Crossing Rd - Tupelo - MS - 38804
0.707936507936508, - Melrose Park - IL - 60160,137 W North Ave - Northlake - IL - 60164
0.7078521785618818,2 Centerock Rd - West Nyack - NY - 10994,101 Nicolls Road - Stony Brook - NY - 11794
0.7075523017870307,9230 Sky Island Dr E - Bonney Lake - WA - 98391,1038 W. Ivy Suite 1 - Moses Lake - WA - 98837
0.707480061504738,930 W St Rd - Feasterville-Trevose - PA - 19053,1300 Crane Street - Menlo Park - CA - 94025
0.7067026540710751,36245 US-27 - Haines City - FL - 33844,2230 15th St - Panama City - FL - 32405
0.7064814814814815, - San Mateo - CA - ,3900 Broadway - Everett - WA - 98201
0.7058238918704035,380 John Fitch Hwy - Fitchburg - MA - 01420,80 High School Ln - Darien - CT - 06820
0.7051282051282052,9450 1300 E - Sandy - UT - 84094,3249 N 1200 W Ste A - Lehi - UT - 84043
0.7050540961065277,1683 E Florence Blvd - Casa Grande - AZ - 85122,8431 Fredericksburg Rd - San Antonio - TX - 78229
0.7047693920335428,2925 River Rd S 110 - Salem - OR - 97302,"1656 Riverchase Blvd., #2400 - Rock Hill - SC - 29732"
0.7043962848297213,1255 GA-54 - Fayetteville - GA - 30214,325 9th Ave - Seattle - WA - 98104
0.7032163742690059, - Lake Elsinore - CA - ,Lewiston Road - Grovetown - GA - 30813
0.7027292630740906,300 Wendover Ave E - Greensboro - NC - 27401,600 Orondo Ave #1 - Wenatchee - WA - 98801
0.7026834086330654,9005 US-64 101 - Arlington - TN - 38002,450 W Hwy 22 - Barrington - IL - 60010
0.7024741340530815, - San Jose - CA - ,310 North Main Street - Colfax - WA -  
0.7021919879062736, - Albuquerque - NM - 87121,13701 Encantado Rd. NE - Albuquerque - NM - 87123
0.7021792372669565,6 Glen Cove Dr - Rockport - ME - 04856,359 S Park Dr - Colchester - VT - 05446
0.7018537414965986,525 William F McClellan Hwy - Boston - MA - 02128,80 William E. Hill Drive - Carrollton - AL - 35447
0.7012432012432012,1923 N Dal Paso St - Hobbs - NM - 88240,3015 N. Ballas Road - St. Louis - MO - 63131
0.7011396011396012,320 W Pumping Station Rd 3 - Quakertown - PA - 18951,201 King of Prussia Road - Wayne - PA - 19087
0.7010695187165775, -  - CA - ,35 Clayton Rd - Arden - NC - 28704
0.7008547008547009,55 Hazel Ruby Ln - Mt Hope - WV - 25880,16525 Holly Crest Lane - Huntersville - NC - 28078
0.7002252252252252,13616 E 103rd St N - Owasso - OK - 74055,4150 N 1st St - San Jose - CA - 95134
0.7002195871761089,2741 NE McBaine Dr - Lee's Summit - MO - 64064,1465 S. Grand Blvd. - St. Louis - MO - 63104
0.6999364052368905,5115 El Paso Dr - El Paso - TX - 79905,2255 East Mossy Oaks Road - Spring - TX - 77389
0.698851332266265,740 US-1 - Woodbridge Township - NJ - 08830,701 U.S. 9 - Forked River - NJ - 08731
0.6987734487734487, - Sacramento - CA - ,817 Commercial St - Leavenworth - WA - 98826
0.6986342426086797,2624 County Rd 516 - Old Bridge Township - NJ - 08857,310 County Road  14 - Del Norte - CO - 81132
0.698417745914277,98 Cohen Walker Dr - Warner Robins - GA - 31088,9981 S Healthpark Dr - Fort Myers - FL - 33908
0.6981741972151179,3500 Knoxville Zoo Dr - Knoxville - TN - 37914,140 Dameron Avenue - Knoxville - TN - 37917-6413
0.6972222222222223, - San Juan - Guaynabo - 00920,Calle Pinero - San Juan - PR - 00925
0.6969727080021197,420 N West End St Suite B - Springdale - AR - 72764,90 East Main Street Suite B - Sylva - NC - 28779
0.6966374269005847,1500 US-41 - Schererville - IN - 46375,4400 IH 30 - Greenville - TX - 75402
0.6965305226174792,420 IL-173 - Antioch - IL - 60002,403 E 1st St - Dixon - IL - 61021
0.696468253968254,2310 Hempstead Turnpike - East Meadow - NY - 11554,1000 E Danieldale Rd - Desoto - TX - 75115
0.695959595959596, - LaGrange - IN - 46761,2400 N Ashland Avenue - Chicago - IL - 60614
0.6958625456699911,8200 LA-23 - Belle Chasse - LA - 70037,5620 Read Blvd - New Orleans - LA - 70127
0.6955942402750913,1801 S Edwin C Moses Blvd - Dayton - OH - 45417,310 County Road  14 - Del Norte - CO - 81132
0.6954842543077837,1202 US-60 - Socorro - NM - 87801,126 US-280 - Americus - GA - 31719
0.6943966019606066,111 Franklin health commons - Farmington - ME - 04938,6801 Franklin Avenue - New Orleans - LA - 70148
0.6942279942279942,2500 Bellevue Medical Center Dr - Bellevue - NE - 68123,210 College Dr - Turnersville - NJ - 08012
0.6931203931203931, -  - AZ - ,9 W Main St - Alamo - GA - 30411-3516
0.6924048174048174, - Huntington - IN - 46750,44-175 Washington St - Indian Wells - CA - 92210
0.6921830552662196,3181 SW Sam Jackson Park Rd - Portland - OR - 97239,101 Salmon Way - Pelican - AK - 99832
0.6921530701255358,4700 Point Fosdick Dr - Gig Harbor - WA - 98335,5700 Cooper Foster Park Rd. - Lorain - Ohio - 44053
0.6918767087000636,132 5th Ave W Suite 1 & 2 - Jerome - ID - 83338,1120 W State Fair Avenue - Detroit - MI -  
0.6908296381980592,1500 NY-9D - Wappingers Falls - NY - 12590,104 Legion Dr - Las Vegas - NM - 87701
0.6905859117840686,4741 S Arrowhead Dr B - Independence - MO - 64055,1600 S Andrews Ave - Fort Lauderdale - FL - 33316
0.6905193236714976,2280 E Calvada Blvd 301 - Pahrump - NV - 89048,600 E Colorado Blvd #120 - Pasadena - CA - 91101
0.6904761904761904,5 Richland Medical Park Dr - Columbia - SC - 29203,465 Medical Center Parkway - Clinton - AR - 72031
0.6903850535429483,4455 US-36 East - Decatur - IL - 62521,15 W 3RD ST - Sterling - IL - 61081
0.690379403794038, - Stamford - CT - 06902,306 Stanaford Road - Beckley - WV - 25801
0.6894586894586894,1131 Warwick Ave - Warwick - RI - 02888,451 Clarkson Ave - Brooklyn - NY -  
0.6885949866088893,17609 Old Jefferson Hwy B - Prairieville - LA - 70769,400 Rosalind Redfern Grover Pkwy - Midland - TX - 79701
0.6879319510898458,700 UT-99 - Fillmore - UT - 84631,701 U.S. 9 - Forked River - NJ - 08731
0.6873756873756873, - Arecibo - Arecibo - 00612,51 Calle Palma - Arecibo - PR - 00612
0.6865079365079364, - Bellwood - IL - 60104,60 Hospital Road - Leominster - MA - 01453
0.686403093135211, - South Kingstown - RI - 02881,888 S King St - Honolulu - HI - 96813
0.6852387146504793, - Auburn - IN - 46706,436 Airport Road - Arden - NC - 28704
0.6849881796690308,1923 N Dal Paso St Suite B - Hobbs - NM - 88240,2430 W Pierce St - Carlsbad - NM - 88220
0.6842062401384436,#12 Calle Santiago Riera Palmer - Salinas - Salinas - 00751,51 Calle Palma - Arecibo - PR - 00612
0.682051282051282, - Harrison - AR - 72601,1701 E Thomas Rd - Phoenix - AZ - 85016
0.682051282051282, - Ponce - Ponce - 00728,1310 N Central St - Lonoke - AR - 72086
0.6813375350140056,500 S Mt Olive St 200 - Siloam Springs - AR - 72761,1002 North Spring Street - Harrison - AR - 72601
0.6793650793650793,4412 Kell W Blvd - Wichita Falls - TX - 76309,5917 Belt Line Rd - Dallas - TX -  
0.6791754756871037,993 Av. San Luis - Arecibo - Arecibo - 00612,1700 Stadium Way - Los Angeles - CA - 90012
0.6786149819816116,109 Cll Fernández Garcia - Luquillo - Luquillo - 00773,100 Colemans Crossing Blvd. - Marysville - OH - 43040
0.6775793650793651, - Davis - CA - ,1555 Shaw Ave - Clovis - CA - 93611
0.6771284271284271, - Homewood - IL - 60430,60 Hospital Road - Leominster - MA - 01453
0.6770417853751187,435 Hurffville - Cross Keys Rd - Washington Township - NJ - 08080,325 N State of Franklin Rd - Johnson City - TN - 37614
0.6766941391941392, -  - Corozal - ,232 Wood St - Wrangell - AK - 99929
0.6762254901960785, - Warsaw - IN - ,24 N Walnut St - Hagerstown - MD - 21740
0.6760639521509088, - Kendallville - IN - 46755,4201 Winfield Road - Warrenville - IL - 60555
0.6758786848072562,Meeker Ave & Elizabeth Ave - Newark - NJ - 07112,500 Upper Chesapeake Drive - Bel Air - MD - 21014
0.6755612389883489, -  - Aguadilla - 00603,1071 MD-3 - Gambrills - MD - 21054
0.6755050505050506, - Wabash - IN - 46992,44-175 Washington St - Indian Wells - CA - 92210
0.6744735740237989, - Columbia City - IN - 46725,1 Hospital Dr - Columbia - MO - 65212
0.6741452991452991,686 NJ-70 - Brick Township - NJ - 08723,958 IH 35N - New Braunfels - TX - 78130
0.6719780219780219,48 Cll 65 De Infanteria - Añasco - Añasco - 00610,1915 East Rezanof Drive - Kodiak Island - AK - 99615
0.6689814814814815,484 MA-134 - Dennis - MA - 02660,4400 IH 30 - Greenville - TX - 75402
0.6687710437710438, -  -  - ,105 Totem Way - Kake - AK - 99830
0.6675070028011204,43 Calle Juan R. Garzot - Naguabo - Naguabo - 00718,2245 Callaway Road - Marietta - GA - 30008
0.666525269111476,Shuffield Dr & Jack Stephens Dr - Little Rock - AR - 72205,"17191 Bothell Way NE, Suite 205 - Lake Forest Park - WA - 98155"
0.6616161616161617, - Aguada - Aguada - ,2078 Sportplex Boulevard - Alexander - AL - 
0.6597222222222222, - Pompano Beach - FL - ,760 Broadway - Brooklyn - NY -  
0.6562137049941928,25327 US-27 SUITE 204-205 - Leesburg - FL - 34748,7360 State Route 45 - Lisbon - OH - 44432
0.6546945701357466, -  - TN - 37870,1397 Weimer Rd - Taos - NM - 87571
0.6540404040404041, -  - Luquillo - 00773,266 Joule St - Alcoa - TN - 37701
0.652612299980721, - Añasco - Añasco - 00610,8 prospect St - Nashua - NH - 03060
