Jaro-Winkler distance,ours,closest CAC match
0.952562358276644,50 N Medical Dr - Salt Lake City - UT - 84132,50 N. Medical Drive - Salt Lake City - UT - 84132
0.9518181818181819,2804 Birch St - Parkersburg - WV - 26101,2804 Birch Street - Parkersburg - WV - 26101
0.9515227021040975,2245 Callaway Rd SW - Marietta - GA - 30008,2245 Callaway Road - Marietta - GA - 30008
0.9504201680672268,1 Hospital Plaza - Old Bridge Township - NJ - 08857,1 Hospital Plaza - Old Bridge - NJ - 08857
0.95,2741 MacArthur Rd -  - PA - 18052,2741 MacArthur Road - Whitehall - PA - 18052
0.9497021276595745,5133 Rivers Ave - North Charleston - SC - 29406,5133 Rivers Avenue - North Charleston - SC - 29406
0.9496200394033212,34 Maple St - Norwalk - CT - 06850,34 Maple Street - Norwalk - CT - 06856
0.9495083863504917,5501 Herrera Drive - Santa Fe - NM - 87505,5501 Herrera Dr - Santa Fe - NM - 87507
0.9493734335839599,2979 Main St - Bridgeport - CT - 06606,2979 Main Street - Bridgeport - CT - 06606
0.9491087209008736,3400 Spruce St - Philadelphia - PA - 19103,3400 Spruce Street - Philadelphia - PA - 19104
0.9488888888888889,701 E Marshall St - West Chester - PA - 19380,701 E. Marshall Street - West Chester - PA - 19380
0.9484116658535263,1120 W State Fair Ave - Detroit - MI - 48203,1120 W State Fair Avenue - Detroit - MI -  
0.9477939477939478,800 Hospital Dr - Columbia - MO - 65201,1 Hospital Dr - Columbia - MO - 65212
0.9473684210526315,2040 NJ-33 - Neptune City - NJ - 07753,1945 NJ-33 - Neptune City - NJ - 07753
0.9463937621832358,800 E Park Blvd - Boise - ID - 83712,720 E. Park Blvd. - Boise - ID - 83712
0.9463205660208377,919 Murfreesboro Rd - Franklin - TN - 37064,919 Murfreesboro Road - Franklin - TN -  
0.9455555555555556,2400 Unser Blvd SE - Rio Rancho - NM - 87124,2400 Unser Blvd  SE - Rio Rancho - NM - 87124
0.9453001914446223,30 Locust St - Northampton - MA - 01060,30 Locust Street - Northampton - MA - 01061
0.9441860465116279,1 Plainsboro Rd -  - NJ - 08536,1 Plainsboro Road - Plainsboro - NJ - 08536
0.9437286655552909,1127 Bruce B Downs Blvd - Wesley Chapel - FL - 33544,1127 Bruce B Downs Boulevard - Wesley Chapel - FL - 33543
0.9427922145508795,1 College Dr - Toms River - NJ - 08753,1 College Drive - Toms River - NJ - 08754
0.9416017316017317,714 10th St - Secaucus - NJ - 07094,714 Tenth St - Secaucus - NJ - 07094
0.9406827880512092,16942 GA-67 - Statesboro - GA - 30458,16942 GA-67  - Statesboro - GA - 30458
0.9389610389610389,105 Pearl St - Essex - VT - 05452,105 Pearl St - Essex Junction - VT - 05452
0.9389070389070389,1000 Asylum Ave - Hartford - CT - 06105,1000 Asylum Street - Hartford - CT - 06105
0.9383526383526384,727 N Beers St - Holmdel - NJ - 07733,727 North Beers St. - Holmdel - NJ - 07733
0.9364705882352942,117 N Chalkville Rd - Trussville - AL - 35173,117 North Chalkville Road - Trussville - AL - 35173
0.9361739130434783,19600 Vallco Pkwy 170 - Cupertino - CA - 95014,19600 Vallco Pkwy Ste 170 - Cupertino - CA - 95014
0.932808005003127,273 Teaticket Hwy - Falmouth - MA - 02536,273 Teaticket Highway - Falmouth - MA - 02540
0.9327248140635565,1679 E Monte Vista Ave 104 - Vacaville - CA - 95688,"1679 E Monte Vista Ave, Suite 104 - Vacaville - CA - 95688"
0.9326792452830188,1150 W El Camino Real - Mountain View - CA - 94040,1150 West El Camino Real - Mountain View - CA - 94040
0.9320325203252032,125 Michigan Ave NE - Washington - DC - 20017,111 Michigan Ave NW - Washington - DC - 20010
0.9313159373745483,989 Governors Ln UNIT 180 - Lexington - KY - 40513,989 Governor's Lane Unit 180 - Lexington - KY - 40513
0.9311447811447812,201 Chestnut Hill Rd - Stafford - CT - 06076,201 Chestnut Hill Road - Stafford Springs - CT - 06076
0.9302277432712216,3723 W 12600 S 150 - Riverton - UT - 84065,3723 W 12600 S Ste 150 - Riverton - UT - 84065
0.9300872093023256,451 Clarkson Ave -  - NY - 11203,451 Clarkson Avenue - New York - NY - 11203
0.9292857142857143,4247 W Ridge Rd - Erie - PA - 16506,4247 West Ridge Road - Erie - PA - 16506
0.9292057535959976,2424 W Jefferson St - Joliet - IL - 60435,2424 West Jefferson - Joliet - IL - 60435
0.9288497800125708,1475 W 49th Pl - Hialeah - FL - 33012,1475 West 49th Place - Hialeah - FL - 33012
0.928177426438296,4700 Rice Mine Rd NE - Tuscaloosa - AL - 35406,4700 Rice Mine Road Northeast - Tuscaloosa - AL - 35406
0.9281560781560781,15910 Chieftain Ave - Rockville - MD - 20855,15910 Chieftain Ave - Derwood - MD - 20855
0.9280808080808081,17512 Dona Michelle Dr 5 - Tampa - FL - 33647,"17512 Dona Michelle Drive, Suite 5 - Tampa - FL - 33647"
0.9271725826193391,67-1125 Mamalahoa Hwy - Waimea - HI - 96743,67-1125 Mamalahoa Highway - Waimea - HI -  
0.9271725826193391,540 Litchfield St - Torrington - CT - 06790,540 Litchfield Street - Torrington - CT -  
0.9267886178861788,98-199 Kamehameha Hwy Bldg F - Aiea - HI - 96701,98-199 Kamehameha hwy - Aiea - HI - 96701
0.9266618778246685,1220 Iyannough Rd - Barnstable - MA - 02601,1220 Iyannough Road - Hyannis - MA - 02601
0.9266153846153846,16525 Holly Crest Ln 120 - Huntersville - NC - 28078,16525 Holly Crest Lane - Huntersville - NC - 28078
0.9262187088274044,757 Boston Post Rd E - Marlboro - MA - 01752,38 Boston Post Rd W - Marlborough - MA - 01752
0.9260061919504644,1071 MD-3 101 - Gambrills - MD - 21054,1071 MD-3 - Gambrills - MD - 21054
0.9259158009841444,1400 E Bert Kouns Industrial Loop - Shreveport - LA - 71105,1400 East Bert Kouns Industrial Loop - Shreveport - LA - 71105
0.9243695652173913,215 Applegarth Rd - Monroe Township - NJ - 08831,298 Applegarth Road - Monroe Township - NJ - 08831
0.9239987751615659,55 Lake Ave N. - Worcester - MA - 01604,55 Lake Ave. North - Worcester - MA - 01655
0.9238945780741447,150 Sargent Dr - New Haven - CT - 06511,150 Sargent Drive - New Haven - CT -  
0.9238372093023256,1998 Market St - SF - CA - 94102,1998 Market St - San Francisco - CA - 94102
0.9238372093023256,55 Pacific Ave - SF - CA - 94111,55 Pacific Ave - San Francisco - CA - 94111
0.923611111111111,800 Weatherly Dr 201B - Clarksville - TN - 37043,800 Weatherly Dr Suite 201B - Clarksville - TN - 37043
0.9226190476190477,4280 N Valdosta Rd - Valdosta - GA - 31602,4280 North Valdosta Road - Valdosta - GA - 31602
0.9224806201550387,5201 Harry Hines Blvd - Dallas - TX - 75390,4811 Harry Hines Blvd - Dallas - TX - 75235
0.9222845804988662,960 N San Antonio Rd 101 - Los Altos - CA - 94022,960 N. San Antonio Road - Los Altos - CA - 94022
0.9222764227642276,280 Home Olu Pl - Kaunakakai - HI - 96748,280 Home Olu Place - Kaunakakai - HI -  
0.9217595586016639,555 N Broadway - Jericho - NY - 11753,555 N Broadway - New York - NY - 11753
0.9215542521994134,777 Seaview Ave -  - NY - 10305,777 Seaview Ave - Staten Island - NY - 10305
0.9212037357315808,500 Cahaba Park Cir 100 - Birmingham - AL - 35242,"500 Cahaba Park Circle, Suite 100 - Birmingham - AL - 35242"
0.9211284513805521,1400 Pelham Pkwy S -  - NY - 10461,1400 Pelham Parkway South - New York - NY - 10461
0.9202014652014652,940 Oldham Dr - Nolensville - TN - 37135,940 Oldham Drive - Nolensville - TN -  
0.9198926654740608,8144 NW Prairie View Rd - KCMO - MO - 64152,8144 NW Prairie View Road - Kansas City - MO - 64151
0.9194733194733195,1730 W Chew St - Allentown - PA - 18104,1730 Chew St - Allentown - PA - 18104
0.9190476190476191,330 N Eisenhower Dr - Beckley - WV - 25801,330 North Eisenhower Drive - Beckley - WV - 25801
0.9187549251379038,254 Ren Mar Dr 100 - Pleasant View - TN - 37146,"254 Ren Mar Dr, Suite 100 - Pleasant View - TN - 37146"
0.9186813186813187,4910 Fairfield Rd - Fairfield - PA - 17320,"4910 Fairfield Rd., Suite A - Fairfield - PA - 17320"
0.918608527131783,7305 N Military Trl - Riviera Beach - FL - 33410,7305 N Military Trl - West Palm Beach - FL - 33410
0.9182773109243698,2518 Mission College Blvd 101 - Santa Clara - CA - 95054,"2518 Mission College Boulevard, Suite 101 - Santa Clara - CA - 95054"
0.9182405725883988,321 Middlefield Rd - Menlo Park - CA - 94025,321 Middlefield Rd - Redwood City - CA - 94025
0.9178269178269178,2300 S 16th St - Lincoln - NE - 68502,7501 S 27th St - Lincoln - NE - 68512
0.9157957957957957,3120 Burnet Ave 406 - Cincinnati - OH - 45229,3120 Burnet Ave - Cincinnati - OH -  
0.9152409900130265,2075 University Park Blvd - Layton - UT - 84041,2075 N University Park Blvd - Layton - UT - 84041
0.915219512195122,915 N Grand Blvd - St. Louis - MO - 63106,915 North Grand Boulevard - St. Louis - MO - 63106
0.9147186147186147,181 Medical Tower Dr - Murray - UT - 84107,181 E Medical Tower Dr - Murray - UT - 84107
0.9146959459459459,1000 Main St - Stratford - CT - 06615,1000 Main Street - Stratford - CT -  
0.9128333333333333,703 Buena Vista Blvd - The Villages - FL - 32162,703 N Buena Vista Blvd - The Villages - FL - 32162
0.9124575979001925,2350 Schillinger Rd S Suite A - Mobile - AL - 36695,2350 Schillinger Road - Mobile - AL - 36695
0.9110047846889953,267 Grant St - Bridgeport - CT - 06610,267 Grant Street - Bridgeport - CT -  
0.9109649122807016,6030 S 66th E Ave - Tulsa - OK - 74145,6030 South 66th East Avenue - Tulsa - OK - 74145
0.9103996486605183,64 Belinda Pkwy 200A - Mt. Juliet - TN - 37122,"64 Belinda Pkwy, Suite 200A - Mount Juliet - TN - 37122"
0.909974358974359,2950 S 6th St - Springfield - IL - 62703,2950 South Sixth Street - Springfield - IL - 62703
0.9095049330514446,450 Northcrest Dr - Springfield - TN - 37172,450 North Crest Drive - Springfield - TN - 37172
0.9091575091575091,211 Quarry Rd 102 - Palo Alto - CA - 94304,"211 Quarry Road,  Suite 102 - Palo Alto - CA - 94304"
0.908445945945946,33 Tower St - Somerville - MA - 02143,33 Tower Street - Somerville - MA -  
0.9082539682539682,3025 W Cherry Ln B - Meridian - ID - 83642,3025 West Cherry Lane - Meridian - ID - 83642
0.9080357142857142,760 Broadway -  - NY - 11206,760 Broadway - Brooklyn - NY -  
0.9069468267581475,292 Frantz Rd 102 - Stroudsburg - PA - 18360,"292 Frantz Road, Suite 102 - Stroudsburg - PA - 18360"
0.9056454289032686,25 Jack Martin Blvd - Brick Township - NJ - 08724,425 Jack Martin Blvd - Brick - NJ - 08724
0.9047447447447448,230 E 10th St - Anniston - AL - 36207,230 East Tenth Street - Anniston - AL - 36207
0.9026422203841559,27 S Cooks Bridge Rd Suite 1-5 - Jackson Township - NJ - 08527,27 S Cooksbridge Road Suite 1-5 - Jackson - NJ - 08527
0.9020965309200604,10524 Euclid Ave C Building - Cleveland - OH - 44195,10524 Euclid Ave. (W.O. Walker Building) - Cleveland - OH - 44195
0.9017710309930423,900 Carillon Pkwy 106 - St. Petersburg - FL - 33716,"900 Carillon Parkway, Suite. 106 - St. Petersburg - FL - 33716"
0.90125116713352,1 Medical Center Dr - Morgantown - WV - 26505,1 Medical Center Dr - Lebanon - NH - 03766
0.9012280701754386,701 U.S. 9 - Lacey Township - NJ - 08731,701 U.S. 9 - Forked River - NJ - 08731
0.900007265329846,3362 S 3rd St - Memphis - TN - 38109,364 S Front St - Memphis - TN - 38103
0.89925108395743,2360 Hospital Dr 1 - Aliquippa - PA - 15001,"2360 Hospital Drive, Upper Suite 1 - Aliquippa - PA - 15001"
0.8991043566362715,5251 W. U.S. Hwy 290 Ste 200 - Austin - TX - 78735,"5251 West, US-290 Ste 200 - Austin - TX - 78735"
0.8987435328898744,3301 N Ashland Ave - Chicago - IL - 60657,2400 N Ashland Avenue - Chicago - IL - 60614
0.8975355054302423,3098 Campbell Station Pkwy 100 - Spring Hill - TN - 37174,"3098 Campbell Station Parkway, Suite 100 - Spring Hill - TN -  "
0.8972681704260651,35 S Sillyman St - Cressona - PA - 17929,35 Sillyman Street - Cressona - PA - 17929
0.8958333333333333,13 Medical Campus Dr -  - NC - 28462,13 Medical Campus Drive - Supply (Brunswick County) - NC - 28462
0.8943452380952381,3401 SE 10th Ave - Amarillo - TX - 79104,400 SW 14th Ave - Amarillo - TX -  
0.8936309523809524,4534 Harding Pike - Nashville - TN - 37205,4534 Harding Pike - Belle Meade - TN -  
0.8894736842105264,264 W 118th St - New York - NY - 10026,2925 W 19th St - New York - NY - 11224
0.8887781954887218,4088 US-91 - Hyde Park - UT - 84318,4088 N Hwy 91 - Hyde Park - UT - 84318
0.8887781954887218,450 IL-22 - Barrington - IL - 60010,450 W Hwy 22 - Barrington - IL - 60010
0.8885281385281386,1 Medical Center Dr - Biddeford - ME - 04005,1 Medical Center Dr - Lebanon - NH - 03766
0.8862433862433862,352 Peachtree Pl NW - Atlanta - GA - 30318,550 Peachtree St NE - Atlanta - GA - 30308
0.8853866467053417,300 Steam Plant Rd 430 - Gallatin - TN - 37066,"300 Steam Plant Road, Suite 430 - Gallatin - TN -  "
0.8825396825396825,2608 8th Ave S 102A - Berry Hill - TN - 37204,"2608 8th Ave S, Suite 102A - Melrose - TN -  "
0.8784003897355517,493 Doctor M.L.K. Jr Ave - Memphis - TN - 38126,493 Dr. M L King Jr Avenue - Memphis - TN - 38126
0.8768624708624709,1834 W McEwen Dr 110 - Franklin - TN - 37067,"1834 W McEwen Drive, Suite 110 - Franklin - TN -  "
0.8738125802310654,100 Hospital Dr - Bennington - VT - 05201,100 Hospital Dr - Ketchum - ID - 83340
0.8722222222222221,8490 Hwy 72 W - Madison - AL - 35758,"8490 Highway 72 West, Suite 100 - Madison - AL - 35758"
0.8708976833976834,134 Pewitt Dr 200 - Brentwood - TN - 37027,"134 Pewitt Drive, Suite 200 - Brentwood - TN -  "
0.8688130686517783,2125 NJ-88 - Brick Township - NJ - 08724,2125 Route 88 East - Brick - NJ - 08724
0.868552036199095,7370 Baker St - Pittsburgh - PA - 15206,7370 Baker St (Pittsburgh Zoo Parking Lot) - Pittsburgh - PA - 15206
0.8679092567259461,2536 TN-49 110 - Pleasant View - TN - 37146,"2536 Hwy 49, Suite 110 - Pleasant View - TN - 37146"
0.8677248677248676,2451 Grant Ave - Philadelphia - PA - 19114,4122 Market St - Philadelphia - PA - 19104
0.8667521367521368,1201 NW 16th St - Miami - FL - 33125,1201 N 175th St - Shoreline - WA - 98133
0.8663723723723724,479 County Rd 520 - Marlboro Township - NJ - 07746,479 Route 520 - Marlboro - NJ - 07746
0.8662093332721515,7069 Hwy 70 S - Nashville - TN - 37221,7069 Highway 70 S - Bellevue - TN -  
0.8648286237571952,127 Anderson St STE 101 - Pittsburgh - PA - 15212,"127 Anderson Street, Suite 101 Timber Court Building - Pittsburgh - PA - 15212"
0.864577424844016,2055 Oakdale Rd - Coralville - IA - 52241,2591 Holiday Road - Coralville - IA - 52241
0.8638461538461538,500 Lincoln St - Worcester - MA - 01605,500 Lynnfield Street - Lynn - MA - 01904
0.8636776661884266,1306 W Stevens St - Carlsbad - NM - 88220,2430 W Pierce St - Carlsbad - NM - 88220
0.8621826509258893,1125 Louisiana 30 W - Gonzales - LA - 70737,1125 Hwy. 30 W - Gonzales - LA - 70808
0.860819783197832,800 E Carpenter St - Springfield - IL - 62769,800 W Meeting St - Lancaster - SC - 29720
0.8598617756512493,1805 27th St - Portsmouth - OH - 45662,18th St - Portsmouth - OH - 45662
0.8584962406015038,3905 OK-97 - Sand Springs - OK - 74063,3905 South Highway 97 - Sand Springs - OK - 74063
0.856791754756871,1140 NJ-72 - Stafford Township - NJ - 08050,1140 Route 72 West - Manahawkin - NJ - 08050
0.855391927692068,1600 Divisadero St - SF - CA - 94115,1600 Exposition Blvd - Sacramento - CA - 95815
0.8545572074983839,10101 S 27th St - Franklin - WI - 53132,9969 South 27th St - Franklin - WI - 53132
0.8530075187969924,750 Broadway 250 - Fort Wayne - IN - 46802,700 Broadway - Fort Wayne - IN - 46802
0.8522843726578871,24 Hospital Ave - Danbury - CT - 06810,"95 Locust Ave, - Danbury - CT - 06810"
0.8510940170940171,1210 Provident Dr - Warsaw - IN - 46580,1210 Brace Rd - Barclay - NJ - 08034
0.849347506697779,1 Medical Park - Wheeling - WV - 26003,1 Medical Park Blvd - Bristol - TN - 37260
0.8478354978354979,1900 Gravier St - New Orleans - LA - 70112,1900 Grassland Drive - Mitchell - SD - 57301
0.8459477124183007,300 8th St - Estancia - NM - 87016,300 Wilson St - Clayton - NM - 88415
0.845477774258262,102 Mason Farm Rd - Chapel Hill - NC - 27514,101 Manning Dr - Chapel Hill - NC - 27514
0.8444887031474467,1 Elliot Way - Manchester - NH - 03103,1059 Canal St - Manchester - NH - 03101
0.8443047103899031,100 N Portland Ave -  - NY - 11205,100 W California Blvd - Pasadena - CA - 91105
0.8442522389890811,564 South Ave - New Canaan - CT - 06840,468 South Avenue - New Canaan - CT -  
0.8439931350114417,1004 N 14th St - Leesburg - FL - 34748,1103 North 14th Street - Leesburg - FL - 34748
0.8436423222583177,1710 S Slappey Blvd - Albany - GA - 31701,1711 E Broad Ave - Albany - GA - 31705-2311
0.8428804347826088,2500 Allen Creek Rd - Gainesville - GA - 30507,2500 Bernville Rd - Reading - PA - 19605
0.8428300725975145,100 Dutton St - Bangor - ME - 04401,100 Brown Street - Chestertown - MD - 21620
0.8411240327616634,465 Marin Blvd - Jersey City - NJ - 07302,465 Medical Center Parkway - Clinton - AR - 72031
0.8409250398724084,2500 Metrohealth Dr - Cleveland - OH - 44109,2500 Milvia St - Berkeley - CA - 94704
0.840808362369338,1000 State St - McCall - ID - 83638,1000 Water St - Jacksonville - FL - 32204
0.840420168067227,136 Lake St - Ephrata - PA - 17522,136 Health Park Lane - Mena - AR - 71953
0.8401921909048691,1111 Crater Lake Ave - Medford - OR - 97504,1111 West Frank Ave. - Lufkin - TX - 75904
0.8400150574063618,600 Rhode Island Ave - Providence - RI - 02908,600 Orondo Ave #1 - Wenatchee - WA - 98801
0.8391210538269362,2 Dunning St - Claremont - NH - 03743,214 Washington St - Claremont - NH - 03743
0.838498987756676,145 W University Pkwy - Orem - UT - 84058,165 N University Ave - Farmington - UT - 84025
0.8370819397993311,100 Medical Plaza - Lake St Louis - MO - 63367,100 Keokea Place - Kula - HI -  
0.836955636955637,1830 Katyland Dr - Katy - TX - 77493,18500 Katy Frwy. - Houston - TX - 77094
0.8364429175475687,16251 Sylvester Rd SW - Burien - WA - 98166,1625 South State Street - Belvidere - IL - 61008
0.8357840755735493,602 Indiana Ave - Lubbock - TX - 79415,602 Michigan ave - Holland - MI - 49423
0.8356259968102074,800 Carter St - Rochester - NY - 14621,150 Crittenden Blvd - Rochester - NY - 14642
0.8348098929494278,1968 Peachtree Rd NW - Atlanta - GA - 30309,550 Peachtree St NE - Atlanta - GA - 30308
0.8346265664160402,2100 Comer Ave - Columbus - GA - 31904,2100 Palmyra Rd - Albany - GA - 31701-1320
0.8342044134727061,1001 W Memorial Dr - Artesia - NM - 88210,10010 Kennerly Rd - St. Louis - MO - 63128
0.8337839221710189,1501 W Elk Ave - Elizabethton - TN - 37643,1501 W. Chisholm Street - Alpena - MI - 49707
0.8337460317460318,300 Main St - Lewiston - ME - 04240,300 Wilson St - Clayton - NM - 88415
0.832983193277311,300 Central Ave - East Orange - NJ - 07018,300 Pageant Lane - Clarksville - TN - 37040-3854
0.8329573934837092,349 Broadway - Somerville - MA - 02145,3900 Broadway - Everett - WA - 98201
0.8324031007751939,300 S Byron Blvd - Chamberlain - SD - 57325,300 Big Mountain Road - Pelham - AL - 35124
0.8322426796805679,19801 Observation Dr - Germantown - MD - 20876,1980 Crompond Road - Cortlandt Manor - NY - 10567
0.8318433504480016,500 Diamond Dr - Lake Elsinore - CA - 92530,500 Hospital Drive - Wetumpka - AL - 36092
0.8317121789158091,1 Shircliff Way - Jacksonville - FL - 32204,1000 Water St - Jacksonville - FL - 32204
0.8315032679738562,400 W Mineral King Ave - Visalia - CA - 93291,400 Health Park Blvd - Saint Augustine - FL - 32086
0.8312401883830455,4201 N Dale Mabry Hwy - Tampa - FL - 33607,301 North Dale Mabry Highway - Tampa - FL - 33609
0.8310622710622712,400 East Ave - Warwick - RI - 02886,400 Yates Avenue - Grafton - WV - 26354
0.8302999662959218,123 W Manchester Blvd - Inglewood - CA - 90301,123 Gordon Street - Washington - GA - 30909
0.8296476485330974,4280 N Oracle Rd - Tucson - AZ - 85705,265 W Ina Rd - Tucson - AZ - 85704
0.8292825559834546,801 Delaware Ave - Camden - NJ - 08102,528 Delaware Ave - Palmerton - PA - 18071
0.8290598290598291,3322 College Dr - Vineland - NJ - 08360,200 College Dr - Blackwood - NJ - 08012
0.8289089089089089,800 Noble St - Fairbanks - AK - 99701,800 Spruce Street - Philadelphia - PA - 19107
0.8288497453310696,118 Northport Ave - Belfast - ME - 04915,149 North St - Waterville - ME - 04901
0.8288335847159377,900 23rd St NW - Washington - DC - 20037,700 2nd St NE - Washington - DC - 20002
0.8288095238095239,777 N Main St - Tooele - UT - 84074,777 Bannock St - Denver - CO - 80204
0.8288057040998218,1400 Teche St - New Orleans - LA - 70114,1419 Basin Street - New Orleans - LA - 70116
0.8286303544924234,710 Center St - Columbus - GA - 31901,3702 2nd Ave - Columbus - GA - 31904
0.8283333333333334,45 W 111th St - Chicago - IL - 60628,45 W. Grand River - Detroit - MI - 48226
0.8276626942035317,1101 Medical Center Blvd - Marrero - LA - 70072,11011 Meridian Ave N. - Seattle - WA - 98133
0.8276574931524717,12 St Paul Dr - Chambersburg - PA - 17201,1000 Norland Ave - Chambersburg - PA - 17201
0.8275248083729615,2240 Iyannough Rd - Barnstable - MA - 02668,1220 Iyannough Road - Hyannis - MA - 02601
0.8273870967741935,298 W Mariposa Rd - Nogales - AZ - 85621,298 Applegarth Road - Monroe Township - NJ - 08831
0.8272351380870651,42 Washington St - Norwell - MA - 02061,40 Wright St - Palmer - MA - 01069
0.8266769865841074,462 1st Avenue - New York - NY - 10016,550 First Avenue - New York - NY - 10016
0.8265290431707223,1600 E Broadway - Columbia - MO - 65201,1600 Exposition Blvd - Sacramento - CA - 95815
0.826436090225564,617 Becker Ave - Belen - NM - 87002,617 Broad Street - Newark - NJ - 07102
0.8263775971093044,200 Ocean 36th St - Marathon - FL - 33050,200 SE Hospital Ave - Stuart - FL - 34994
0.8262015503875969,6570 Bruton Smith Blvd - Concord - NC - 28027,6570 Ingram Road - San Antonio - TX - 78238
0.8261624960405448,200 N Michigan Ave - Chicago - IL - 60601,2400 N Ashland Avenue - Chicago - IL - 60614
0.8260151455803629,400 W 7th St - Frederick - MD - 21701,400 W Glen St - Crandon - WI - 54520
0.8257244110902647,10350 Haligus Rd - Huntley - IL - 60142,1035 Placer Street - Redding - CA - 96001
0.8255823203321152,1111 S Irving Heights Dr - Irving - TX - 75060,1111 Southeast Military Dr - San Antonio - TX - 78214
0.8253864734299516,100 Twin River Rd - Lincoln - RI - 02865,100 Pin Oak Ln - Keyser - WV - 26726
0.8235957284515637,3401 Civic Center Blvd - Philadelphia - PA - 19104,3400 Spruce Street - Philadelphia - PA - 19104
0.8235177737415672,100 New Hampshire Ave - Portsmouth - NH - 03801,100 Hospital Drive - Ketchum - ID - 83340
0.8234943351222421,300 Pasteur Dr - Palo Alto - CA - 94304,300 E. Warwick Drive - Gratiot - MI - 48801
0.8233333333333333,1412 Milstead Ave - Conyers - GA - 30012,1412 W Oakridge Dr - Albany - GA - 31707-5307
0.8233029996629593,201 Morningside Dr - Sandersville - GA - 31082,201 Monroe Street - Montgomery - AL - 36104
0.8232422140622875,123 Summer St - Worcester - MA - 01604,123 Gordon Street - Washington - GA - 30909
0.823032252300545,1900 Washington St - Grafton - WI - 53024,1900 South Ave - La Crosse - WI - 54601
0.8229512195121952,1440 E Butler Pike - Ambler - PA - 19002,1440 E Central Ave - Wiggins - MS - 39577
0.8226044055312347,2102 E Archer Rd - Baytown - TX - 77521,210 Lake Road - Lake Jackson - TX - 77566
0.8225370370370371,1007 Goodyear Ave - Gadsden - AL - 35903,1001 Meals Ave - Valdez - AK - 99686
0.8222628726287263,901 E Fifth St - Washington - MO - 63090,901 18th St E - Phillipsburg - GA - 31794
0.8220764414540698,100 E Michigan Ave - Jackson - MI - 49201,100 W California Blvd - Pasadena - CA - 91105
0.8220117155799507,13755 S Main St - Houston - TX - 77035,136 E Hospital Dr - Angleton - TX - 77515
0.8217341482047364,9400 Universal Blvd - Orlando - FL - 32819,9800 International Dr - Orlando - FL - 32819
0.8213075423601739,510 Boston Rd - Billerica - MA - 01821,510 W Tidwell Rd - Houston - TX - 77091
0.8211747217712755,401 NW 42nd Ave - Plantation - FL - 33317,401 S Madison St - Albany - GA - 31701-3111
0.8209830709830709,2905 3rd Ave SE - Aberdeen - SD - 57401,206 3rd Ave. S - Seattle - WA - 98104
0.820667704549386,100 Hospital Rd - Prince Frederick - MD - 20678,100 Hospital Drive - Ketchum - ID - 83340
0.820667704549386,1500 N Oakland Ave - Bolivar - MO - 65613,1500 Grand Central Avenue - Vienna - WV - 26105
0.8200000000000001,525 N Main St - Ephraim - UT - 84627,525 N Santiam Hwy - Lebanon - OR - 97355
0.8196248774837388,2001 Medical Pkwy - Annapolis - MD - 21401,200 Memorial Ave - Westminster - MD - 21157
0.8186904761904762,3280 E Lanark St - Meridian - ID - 83642,3025 West Cherry Lane - Meridian - ID - 83642
0.8175824175824176,215 Lancaster Ave - Malvern - PA - 19355,210 Moller Ave - Sitka - AK - 99835
0.8149916943521595,1500 Division St - Oregon City - OR - 97045,130 Division St - Derby - CT -  
0.814397103870788,3258 W 111th St - Chicago - IL - 60655,259 E Erie St - Chicago - IL - 60611
0.8141880341880342,480 W Lowder St - Macclenny - FL - 32063,4801 Beckner Rd - Santa Fe - NM - 87507
0.8133969389783343,1801 N Temple Ave - Starke - FL - 32091,1841 Cherokee Ave SW - Cullman - AL - 35055
0.8114957264957265,2140 Mendon Rd - Cumberland - RI - 02864,214 Washington St - Claremont - NH - 03743
0.8112092585776797,55 Fruit St - Boston - MA - 02114,110 Liberty St - Brockton - MA - 02301
0.8109461688409056,71 Haynes St - Manchester - CT - 06040,714 Tenth St - Secaucus - NJ - 07094
0.809646793134598,4000 N Illinois Ln - Swansea - IL - 62226,400 W Glen St - Crandon - WI - 54520
0.8096320346320347,355 S Miller Ave - Farmington - NM - 87401,801 W Maple St - Farmington - NM - 87401
0.8092794612794613,100 W 7th St - Okmulgee - OK - 74447,1000 Harrington St - Mt Clemens - MI - 48043
0.8092607196055472,4014 S Lamar Blvd - Austin - TX - 78704,401 Branard St - Houston - TX - 77006
0.8089702720735414,3000 N Fourth St - Flagstaff - AZ - 86004,2446 Fort Tuthill Loop - Flagstaff - AZ - 86004
0.8079744983277592,201 E University Pkwy - Baltimore - MD - 21218,22 S Greene St - Baltimore - MD - 21201
0.8078297595841456,9709 Bruton Rd - Dallas - TX - 75217,2500 Victory Ave - Dallas - TX - 75219
0.8071664295874823,1600 Antelope Dr - Layton - UT - 84041,1601 Trinity St - Austin - TX - 78701
0.8062678062678063,1650 Cowles St - Fairbanks - AK - 99701,164 Hausley St - Thibodaux - LA - 70301
0.805636278912141,1901 Redrock Dr - Gallup - NM - 87301,1900 Grassland Drive - Mitchell - SD - 57301
0.8055435639154418,11833 Wilmington Ave - Los Angeles - CA - 90059,11301 Wilshire Blvd - Los Angeles - CA - 90073
0.8044736842105262,234 E 149th St -  - NY - 10451,2925 W 19th St - Brooklyn - NY - 11224
0.8042328042328042,6238 E Pima St - Tucson - AZ - 85712,2800 E Ajo Way - Tucson - AZ - 85713
